order_id,product,quantity,price,timestamp,city
,Grocery,5,23.131722562514632,2023-04-01 19:00:00,Bengaluru
ONLINE_100001,Beauty,1,57.918036422765475,2024-01-19 08:00:00,Bengaluru
ONLINE_100002,Grocery,4,23.532581965658178,2023-10-05 15:00:00,Chennai
ONLINE_100003,Beauty,5,63.9318437111154,2023-02-02 11:00:00,Mumbai
ONLINE_100004,Electronics,3,558.2514958013643,2024-03-04 14:00:00,Chennai
ONLINE_100005,Clothing,4,46.90014101892885,2023-09-30 23:00:00,Kolkata
ONLINE_100006,Grocery,1,23.338559375797022,2023-11-08 23:00:00,Hyderabad
ONLINE_100007,Beauty,4,50.82156796346539,2024-03-18 01:00:00,Delhi
ONLINE_100008,Electronics,1,402.75451150888244,2023-02-09 21:00:00,Kolkata
ONLINE_100009,Home Decor,3,141.5407942411602,2023-05-08 19:00:00,Mumbai
ONLINE_100010,Clothing,2,43.36128596035315,2023-12-05 20:00:00,Mumbai
ONLINE_100011,Clothing,5,42.4731707675484,2023-04-01 04:00:00,Bengaluru
ONLINE_100012,Clothing,3,34.387842657307864,2023-08-07 10:00:00,Pune
ONLINE_100013,Clothing,1,38.73105542760517,2023-10-21 11:00:00,Bengaluru
ONLINE_100014,Beauty,3,68.74748576951524,2023-02-18 17:00:00,Chennai
ONLINE_100015,Beauty,4,64.17560621970591,2023-09-22 00:00:00,Chennai
ONLINE_100016,Home Decor,5,119.1234545978166,2024-01-25 09:00:00,Chennai
ONLINE_100017,Grocery,4,17.960851679589723,2023-01-30 01:00:00,Mumbai
ONLINE_100018,Beauty,1,58.3633314874075,2023-03-13 06:00:00,Pune
ONLINE_100019,Beauty,4,63.67925208102604,2024-02-02 05:00:00,Mumbai
,Beauty,1,69.09910282200215,2023-04-17 10:00:00,Chennai
ONLINE_100021,Grocery,1,17.540280558395015,2023-02-26 02:00:00,Bengaluru
ONLINE_100022,Beauty,5,69.36782233620559,2023-03-26 04:00:00,Kolkata
ONLINE_100023,Grocery,1,18.691719854451687,2023-03-15 17:00:00,Kolkata
ONLINE_100024,Electronics,2,534.2042758862902,2023-06-02 16:00:00,Mumbai
ONLINE_100025,Clothing,2,41.75545229423028,2023-12-20 01:00:00,Kolkata
ONLINE_100026,Electronics,5,518.6852534204501,2023-06-08 12:00:00,Kolkata
ONLINE_100027,Beauty,3,58.34489320106432,2023-04-06 20:00:00,Kolkata
ONLINE_100028,Grocery,1,17.241299808013487,2023-07-16 09:00:00,Pune
ONLINE_100029,Home Decor,2,140.75541862358423,2023-12-26 06:00:00,Pune
,Beauty,2,67.28134580787064,2023-10-05 14:00:00,Bengaluru
ONLINE_100031,Grocery,3,17.03682022053991,2023-04-19 02:00:00,Delhi
ONLINE_100032,Grocery,3,23.55403548069081,2023-04-17 06:00:00,Kolkata
ONLINE_100033,Electronics,4,550.7717720671151,2023-10-24 14:00:00,Mumbai
ONLINE_100034,Electronics,1,459.78981343766316,2023-01-24 19:00:00,Pune
ONLINE_100035,Electronics,3,430.2794557186887,2023-12-14 22:00:00,Delhi
ONLINE_100035,Electronics,3,430.2794557186887,2023-12-14 22:00:00,Hyderabad
,Grocery,1,22.951346852602263,2023-06-03 17:00:00,Hyderabad
ONLINE_100037,Home Decor,2,123.40737898526231,2023-07-31 14:00:00,Kolkata
ONLINE_100038,Home Decor,2,141.7438354319292,2023-05-11 16:00:00,Kolkata
ONLINE_100039,Clothing,4,41.08812839984287,2024-03-14 13:00:00,Bengaluru
ONLINE_100040,Clothing,2,41.854589871176124,2023-01-30 21:00:00,Delhi
ONLINE_100041,Clothing,4,36.34066395148046,2023-07-09 04:00:00,Pune
ONLINE_100042,Clothing,4,43.74004829443948,2023-06-16 07:00:00,Bengaluru
ONLINE_100043,Home Decor,3,134.49196648680405,2023-09-21 07:00:00,Delhi
ONLINE_100044,Grocery,5,16.8701579855847,2023-05-21 07:00:00,Mumbai
ONLINE_100045,Beauty,5,51.59131349891873,2023-10-16 14:00:00,Mumbai
ONLINE_100046,Grocery,3,20.12622884294515,2023-08-23 09:00:00,Hyderabad
ONLINE_100047,Grocery,2,16.81113420993576,2023-04-01 16:00:00,Chennai
ONLINE_100048,Beauty,4,54.25868866707627,2023-01-14 02:00:00,Hyderabad
ONLINE_100049,Beauty,5,49.42982733821813,2024-02-14 23:00:00,Bengaluru
ONLINE_100050,Clothing,3,32.05977715384187,2023-11-21 18:00:00,Kolkata
,Home Decor,4,101.67444032132157,2023-04-10 17:00:00,Delhi
ONLINE_100052,Grocery,2,20.85820778635467,2024-03-26 12:00:00,Delhi
ONLINE_100053,Electronics,4,509.35703947206747,2023-11-24 14:00:00,Pune
ONLINE_100054,Home Decor,5,140.21699241726284,2023-12-20 13:00:00,Hyderabad
ONLINE_100055,Beauty,3,54.12358372744302,2023-10-04 17:00:00,Kolkata
ONLINE_100056,Beauty,4,55.290482357129065,2023-12-15 22:00:00,Mumbai
ONLINE_100057,Electronics,2,500.95441949924134,2023-03-12 15:00:00,Hyderabad
ONLINE_100058,Clothing,2,39.03761318566064,2023-12-05 23:00:00,Mumbai
ONLINE_100059,Electronics,5,536.272278113884,2024-01-28 05:00:00,Pune
ONLINE_100060,Electronics,3,592.3314378227798,2023-03-26 06:00:00,Delhi
ONLINE_100061,Grocery,4,20.84465818271257,2023-02-18 02:00:00,Kolkata
ONLINE_100062,Home Decor,3,110.89135543059288,2023-08-12 19:00:00,Pune
ONLINE_100063,Grocery,5,21.344496689822062,2023-10-11 07:00:00,Hyderabad
ONLINE_100064,Clothing,5,37.564131582665084,2023-01-05 17:00:00,Bengaluru
ONLINE_100065,Clothing,2,42.9373503903419,2023-05-08 02:00:00,Mumbai
ONLINE_100066,Beauty,3,66.63736780807113,2023-11-18 17:00:00,Hyderabad
ONLINE_100066,Beauty,3,66.63736780807113,2023-11-18 17:00:00,Delhi
,Home Decor,2,140.01880133269316,2023-09-28 11:00:00,Delhi
ONLINE_100068,Beauty,4,53.569724231706324,2023-08-29 10:00:00,Hyderabad
ONLINE_100069,Beauty,3,71.04225819841129,2024-03-16 12:00:00,Kolkata
ONLINE_100070,Clothing,5,36.87483133512218,2024-02-05 11:00:00,Delhi
ONLINE_100071,Grocery,2,18.06076959908723,2023-04-17 12:00:00,Kolkata
ONLINE_100072,Home Decor,2,118.64654070604881,2023-08-07 00:00:00,Bengaluru
ONLINE_100073,Grocery,1,16.401148552022175,2023-01-09 22:00:00,Bengaluru
ONLINE_100074,Home Decor,2,127.96244077828517,2024-01-09 12:00:00,Hyderabad
ONLINE_100075,Electronics,3,418.19079587305174,2023-11-09 02:00:00,Chennai
ONLINE_100075,Electronics,3,418.19079587305174,2023-11-09 02:00:00,Pune
ONLINE_100076,Beauty,3,52.953702465621404,2023-01-16 13:00:00,Mumbai
,Home Decor,1,103.07463166145764,2023-09-13 20:00:00,Chennai
ONLINE_100078,Clothing,4,38.7964030011539,2023-08-21 19:00:00,Delhi
ONLINE_100079,Beauty,3,53.298355043817516,2023-02-21 11:00:00,Chennai
ONLINE_100080,Grocery,3,17.453338901284468,2023-06-25 15:00:00,Kolkata
ONLINE_100081,Home Decor,5,120.17077129868936,2023-02-22 02:00:00,Pune
ONLINE_100082,Clothing,3,46.48408531575171,2023-05-25 07:00:00,Mumbai
ONLINE_100083,Electronics,3,566.294663225205,2023-08-17 16:00:00,Bengaluru
ONLINE_100084,Beauty,5,66.89834591244485,2023-07-28 21:00:00,Bengaluru
ONLINE_100085,Grocery,1,19.57396525964084,2023-03-05 10:00:00,Kolkata
ONLINE_100086,Clothing,2,46.58124526599966,2023-12-20 01:00:00,Kolkata
ONLINE_100086,Clothing,2,46.58124526599966,2023-12-20 01:00:00,Delhi
ONLINE_100087,Grocery,3,21.605456771028546,2023-06-23 19:00:00,Mumbai
ONLINE_100088,Home Decor,3,108.04480039871338,2023-09-18 22:00:00,Delhi
ONLINE_100089,Clothing,5,41.860174510937696,2023-02-25 10:00:00,Bengaluru
ONLINE_100090,Beauty,3,52.001145348762286,2023-06-23 01:00:00,Bengaluru
ONLINE_100091,Home Decor,2,109.22323136642717,2023-11-18 07:00:00,Bengaluru
ONLINE_100092,Grocery,5,19.455757262835554,2023-04-22 03:00:00,Mumbai
ONLINE_100093,Beauty,4,69.51770524657336,2024-01-18 22:00:00,Hyderabad
ONLINE_100094,Electronics,2,594.5303731983518,2024-02-06 05:00:00,Mumbai
ONLINE_100095,Home Decor,3,132.39668223339362,2023-12-29 07:00:00,Bengaluru
ONLINE_100096,Grocery,4,17.591302814578796,2023-06-01 08:00:00,Kolkata
ONLINE_100097,Beauty,4,49.749773911192975,2023-05-26 23:00:00,Bengaluru
ONLINE_100098,Grocery,2,16.482936832670163,2023-01-19 06:00:00,Bengaluru
ONLINE_100099,Electronics,4,444.443095656719,2024-02-23 19:00:00,Pune
ONLINE_100100,Home Decor,5,136.75569772752758,2023-06-29 03:00:00,Mumbai
ONLINE_100101,Grocery,5,18.649343001954716,2023-01-11 00:00:00,Delhi
ONLINE_100102,Beauty,3,65.31858906247778,2023-05-30 02:00:00,Bengaluru
ONLINE_100103,Beauty,3,68.66336607768974,2024-01-29 20:00:00,Hyderabad
ONLINE_100104,Beauty,3,48.07852327962093,2023-01-09 08:00:00,Delhi
ONLINE_100105,Home Decor,1,97.47368985463409,2023-05-13 15:00:00,Mumbai
ONLINE_100106,Beauty,5,66.10747604142384,2023-03-12 01:00:00,Mumbai
ONLINE_100107,Clothing,5,32.97884976184492,2024-01-26 19:00:00,Hyderabad
ONLINE_100108,Clothing,1,44.438643201174145,2023-09-11 02:00:00,Bengaluru
ONLINE_100109,Home Decor,4,129.29215381646134,2023-07-06 15:00:00,Mumbai
ONLINE_100110,Grocery,3,21.00112829814361,2023-03-17 19:00:00,Delhi
ONLINE_100111,Home Decor,1,115.80113425046773,2023-06-10 01:00:00,Kolkata
ONLINE_100112,Beauty,1,71.88386081443042,2023-03-16 21:00:00,Pune
,Electronics,5,424.2324100108326,2023-09-05 05:00:00,Pune
ONLINE_100114,Home Decor,3,101.20158343519527,2023-11-29 14:00:00,Bengaluru
ONLINE_100115,Electronics,3,555.007223811777,2023-11-30 15:00:00,Bengaluru
ONLINE_100115,Electronics,3,555.007223811777,2023-11-30 15:00:00,Mumbai
ONLINE_100116,Electronics,3,467.1330609496191,2023-10-23 16:00:00,Pune
ONLINE_100117,Home Decor,2,124.51459219720226,2023-02-08 22:00:00,Mumbai
ONLINE_100118,Beauty,3,54.079167023151825,2023-12-13 05:00:00,Bengaluru
ONLINE_100119,Clothing,2,46.019629308291314,2023-10-14 07:00:00,Hyderabad
ONLINE_100120,Beauty,5,58.959012578215855,2023-12-10 17:00:00,Pune
ONLINE_100121,Clothing,1,37.386412082602824,2023-05-09 12:00:00,Delhi
ONLINE_100122,Clothing,5,45.94674283886417,2023-12-27 10:00:00,Chennai
ONLINE_100123,Clothing,4,41.133772695018976,2023-03-29 12:00:00,Chennai
ONLINE_100124,Grocery,1,16.6815988355225,2023-05-29 09:00:00,Kolkata
ONLINE_100125,Home Decor,2,102.21999612287136,2023-03-20 18:00:00,Delhi
ONLINE_100126,Clothing,1,35.00620735552335,2023-11-27 17:00:00,Delhi
ONLINE_100126,Clothing,1,35.00620735552335,2023-11-27 17:00:00,Kolkata
ONLINE_100127,Clothing,2,38.87429878637285,2024-01-14 22:00:00,Delhi
ONLINE_100128,Home Decor,3,138.3115377280729,2024-01-19 18:00:00,Bengaluru
ONLINE_100129,Clothing,3,34.206835346364045,2023-03-05 06:00:00,Pune
ONLINE_100130,Clothing,5,41.028579278454245,2023-09-12 07:00:00,Chennai
ONLINE_100131,Grocery,2,22.869946937206194,2023-11-06 04:00:00,Bengaluru
ONLINE_100132,Home Decor,4,141.95687746337512,2024-01-26 01:00:00,Bengaluru
ONLINE_100133,Beauty,3,53.48889982363349,2023-07-20 21:00:00,Kolkata
ONLINE_100134,Clothing,4,33.84692611668582,2023-01-19 18:00:00,Kolkata
ONLINE_100135,Home Decor,2,116.14609154433556,2023-01-13 02:00:00,Hyderabad
ONLINE_100136,Grocery,3,22.334654468100588,2023-10-28 15:00:00,Mumbai
ONLINE_100137,Electronics,2,506.78026586642056,2023-08-01 23:00:00,Kolkata
ONLINE_100138,Beauty,1,64.16816015950131,2023-12-02 15:00:00,Hyderabad
ONLINE_100138,Beauty,1,64.16816015950131,2023-12-02 15:00:00,Bengaluru
ONLINE_100139,Clothing,3,33.518080651547315,2023-09-19 14:00:00,Pune
ONLINE_100140,Clothing,1,39.65066753861223,2023-03-24 08:00:00,Kolkata
ONLINE_100141,Beauty,3,67.73433755712254,2023-05-08 15:00:00,Kolkata
ONLINE_100142,Electronics,4,454.1299551471737,2023-02-18 03:00:00,Hyderabad
ONLINE_100143,Electronics,4,487.62347469212267,2023-10-31 12:00:00,Delhi
,Electronics,3,558.1591683867033,2023-04-21 01:00:00,Bengaluru
ONLINE_100145,Clothing,3,33.82260752265987,2023-03-26 13:00:00,Mumbai
ONLINE_100146,Grocery,4,19.80707984044464,2023-02-24 13:00:00,Chennai
ONLINE_100147,Clothing,5,37.09507562645336,2024-03-21 12:00:00,Chennai
ONLINE_100148,Grocery,1,21.520396974100766,2023-02-15 20:00:00,Pune
